Taxon name,Phylum/Division,Class,Order,Family,,AphiaID,Match type,LSID,ScientificName,AphiaID_accepted,ScientificName_accepted
Serrivomer brevidentatus,Chordata,Actinopterygii,Anguilliformes,Serrivomeridae,,158648,exact,urn:lsid:marinespecies.org:taxname:158648,Serrivomer brevidentatus,126320,Serrivomer lanceolatoides
Simenchelys parasiticas,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae,,158664,exact,urn:lsid:marinespecies.org:taxname:158664,Simenchelys parasiticas,126327,Simenchelys parasitica
Somateria mollissima,Chordata,Aves,Anseriformes,Anatidae,,137074,exact,urn:lsid:marinespecies.org:taxname:137074,Somateria mollissima,137074,Somateria mollissima
Somateria spectabilis,Chordata,Aves,Anseriformes,Anatidae,,137075,exact,urn:lsid:marinespecies.org:taxname:137075,Somateria spectabilis,137075,Somateria spectabilis
Somniosus microcephalus,Chordata,Elasmobranchii,Squaliformes,Dalatiidae,,105919,exact,urn:lsid:marinespecies.org:taxname:105919,Somniosus microcephalus,105919,Somniosus microcephalus
Sphoeroides maculatus,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,158934,exact,urn:lsid:marinespecies.org:taxname:158934,Sphoeroides maculatus,158934,Sphoeroides maculatus
Sphoeroides pachygaster,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,127417,exact,urn:lsid:marinespecies.org:taxname:127417,Sphoeroides pachygaster,127417,Sphoeroides pachygaster
Sphyraena borealis,Chordata,Actinopterygii,Perciformes,Sphyraenidae,,159813,exact,urn:lsid:marinespecies.org:taxname:159813,Sphyraena borealis,159813,Sphyraena borealis
Sphyraena guachancho,Chordata,Actinopterygii,Perciformes,Sphyraenidae,,159814,exact,urn:lsid:marinespecies.org:taxname:159814,Sphyraena guachancho,159814,Sphyraena guachancho
Sphyrna tiburo,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,,158517,exact,urn:lsid:marinespecies.org:taxname:158517,Sphyrna tiburo,158517,Sphyrna tiburo
Sphyrna zygaena,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,,105819,exact,urn:lsid:marinespecies.org:taxname:105819,Sphyrna zygaena,105819,Sphyrna zygaena
Squaliolus laticaudus,Chordata,Elasmobranchii,Squaliformes,Dalatiidae,,105921,exact,urn:lsid:marinespecies.org:taxname:105921,Squaliolus laticaudus,105921,Squaliolus laticaudus
Squalus acanthias,Chordata,Elasmobranchii,Squaliformes,Squalidae,,105923,exact,urn:lsid:marinespecies.org:taxname:105923,Squalus acanthias,105923,Squalus acanthias
Stegastes leucostictus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,,159291,exact,urn:lsid:marinespecies.org:taxname:159291,Stegastes leucostictus,159291,Stegastes leucostictus
Stenella attenuata,Chordata,Mammalia,Cetacea,Delphinidae,,137105,exact,urn:lsid:marinespecies.org:taxname:137105,Stenella attenuata,137105,Stenella attenuata
Stenella coeruleoalba,Chordata,Mammalia,Cetacea,Delphinidae,,137107,exact,urn:lsid:marinespecies.org:taxname:137107,Stenella coeruleoalba,137107,Stenella coeruleoalba
Stenomosudis intermedia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,158750,,urn:lsid:marinespecies.org:taxname:158750,Stemonosudis intermedia,158750,Stemonosudis intermedia
Stenotomus chrysops,Chordata,Actinopterygii,Perciformes,Sparidae,,159811,exact,urn:lsid:marinespecies.org:taxname:159811,Stenotomus chrysops,159811,Stenotomus chrysops
Stephanolepis hispidus,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,,127409,exact,urn:lsid:marinespecies.org:taxname:127409,Stephanolepis hispidus,307126,Stephanolepis hispida
Stercorarius longicaudus,Chordata,Aves,Ciconiiformes,Laridae,,137171,exact,urn:lsid:marinespecies.org:taxname:137171,Stercorarius longicaudus,137171,Stercorarius longicaudus
Stercorarius parasiticus,Chordata,Aves,Ciconiiformes,Laridae,,137172,exact,urn:lsid:marinespecies.org:taxname:137172,Stercorarius parasiticus,137172,Stercorarius parasiticus
Stercorarius pomarinus,Chordata,Aves,Ciconiiformes,Laridae,,137173,exact,urn:lsid:marinespecies.org:taxname:137173,Stercorarius pomarinus,137173,Stercorarius pomarinus
Sterna antillarum,Chordata,Aves,Ciconiiformes,Laridae,,159056,exact,urn:lsid:marinespecies.org:taxname:159056,Sterna antillarum,567797,Sternula antillarum
Sterna caspia,Chordata,Aves,Ciconiiformes,Laridae,,137159,exact,urn:lsid:marinespecies.org:taxname:137159,Sterna caspia,567825,Hydroprogne caspia
Sterna dougalli,Chordata,Aves,Ciconiiformes,Laridae,,137160,phonetic,urn:lsid:marinespecies.org:taxname:137160,Sterna dougallii,137160,Sterna dougallii
Sterna forsteri,Chordata,Aves,Ciconiiformes,Laridae,,159057,exact,urn:lsid:marinespecies.org:taxname:159057,Sterna forsteri,159057,Sterna forsteri
Sterna hirundo,Chordata,Aves,Ciconiiformes,Laridae,,137162,exact,urn:lsid:marinespecies.org:taxname:137162,Sterna hirundo,137162,Sterna hirundo
Sterna nilotica,Chordata,Aves,Ciconiiformes,Laridae,,137164,exact,urn:lsid:marinespecies.org:taxname:137164,Sterna nilotica,148798,Gelochelidon nilotica
Sterna paradisaea,Chordata,Aves,Ciconiiformes,Laridae,,137165,exact,urn:lsid:marinespecies.org:taxname:137165,Sterna paradisaea,137165,Sterna paradisaea
Sternoptyx diaphana,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,,127314,exact,urn:lsid:marinespecies.org:taxname:127314,Sternoptyx diaphana,127314,Sternoptyx diaphana
Sternoptyx pseudobscura,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,,127315,exact,urn:lsid:marinespecies.org:taxname:127315,Sternoptyx pseudobscura,127315,Sternoptyx pseudobscura
Stichaeus punctatus,Chordata,Actinopterygii,Perciformes,Stichaeidae,,159819,exact,urn:lsid:marinespecies.org:taxname:159819,Stichaeus punctatus,159819,Stichaeus punctatus
Stomias affinis,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,158736,exact,urn:lsid:marinespecies.org:taxname:158736,Stomias affinis,158736,Stomias affinis
Stomias boa ferox,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,158737,exact,urn:lsid:marinespecies.org:taxname:158737,Stomias boa ferox,306769,Stomias ferox
Stomias brevibarbatus,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127375,exact,urn:lsid:marinespecies.org:taxname:127375,Stomias brevibarbatus,127375,Stomias brevibarbatus
Strongylura marina,Chordata,Actinopterygii,Beloniformes,Belonidae,,159256,exact,urn:lsid:marinespecies.org:taxname:159256,Strongylura marina,159256,Strongylura marina
Stylephorus chordatus,Chordata,Actinopterygii,Lampriformes,Stylephoridae,,126526,exact,urn:lsid:marinespecies.org:taxname:126526,Stylephorus chordatus,126526,Stylephorus chordatus
Sudis hyalina,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,126362,exact,urn:lsid:marinespecies.org:taxname:126362,Sudis hyalina,126362,Sudis hyalina
Syacium micrurum,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,,158877,exact,urn:lsid:marinespecies.org:taxname:158877,Syacium micrurum,158877,Syacium micrurum
Symbolophorus rufinus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,158918,exact,urn:lsid:marinespecies.org:taxname:158918,Symbolophorus rufinus,158918,Symbolophorus rufinus
Symbolophorus veranyi,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126630,exact,urn:lsid:marinespecies.org:taxname:126630,Symbolophorus veranyi,126630,Symbolophorus veranyi
Symphurus billykrietei,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,159219,exact,urn:lsid:marinespecies.org:taxname:159219,Symphurus billykrietei,159219,Symphurus billykrietei
Symphurus diomedeanus,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,159358,exact,urn:lsid:marinespecies.org:taxname:159358,Symphurus diomedeanus,159358,Symphurus diomedeanus
Symphurus minor,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,159360,exact,urn:lsid:marinespecies.org:taxname:159360,Symphurus minor,159360,Symphurus minor
Synagrops bellus,Chordata,Actinopterygii,Perciformes,Acropomatidae,,159584,exact,urn:lsid:marinespecies.org:taxname:159584,Synagrops bellus,159584,Synagrops bellus
Synagrops serratospinosus,Chordata,Actinopterygii,Perciformes,Acropomatidae,,159585,exact,urn:lsid:marinespecies.org:taxname:159585,Synagrops serratospinosus,1486848,Parascombrops serratospinosus
Synagrops spinosus,Chordata,Actinopterygii,Perciformes,Acropomatidae,,159586,exact,urn:lsid:marinespecies.org:taxname:159586,Synagrops spinosus,1486846,Parascombrops spinosus
Synaphobranchus affinis,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae,,158665,exact,urn:lsid:marinespecies.org:taxname:158665,Synaphobranchus affinis,158665,Synaphobranchus affinis
Synaphobranchus kaupi,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae,,158666,exact,urn:lsid:marinespecies.org:taxname:158666,Synaphobranchus kaupi,126328,Synaphobranchus kaupii
Syngnathus fuscus,Chordata,Actinopterygii,Syngnanthiformes,Syngnathidae,,159451,exact,urn:lsid:marinespecies.org:taxname:159451,Syngnathus fuscus,159451,Syngnathus fuscus
Syngnathus pelagicus,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,367332,ambiguous,urn:lsid:marinespecies.org:taxname:367332,Syngnathus pelagicus,367332,Syngnathus pelagicus
Syngnathus springeri,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,159454,exact,urn:lsid:marinespecies.org:taxname:159454,Syngnathus springeri,159454,Syngnathus springeri
Synodus synodus,Chordata,Actinopterygii,Aulopiformes,Synodontidae,,126373,exact,urn:lsid:marinespecies.org:taxname:126373,Synodus synodus,126373,Synodus synodus
Taaningichthys bathyphilus,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,126631,exact,urn:lsid:marinespecies.org:taxname:126631,Taaningichthys bathyphilus,126631,Taaningichthys bathyphilus
Taractes asper,Chordata,Actinopterygii,Perciformes,Bramidae,,126786,exact,urn:lsid:marinespecies.org:taxname:126786,Taractes asper,126786,Taractes asper
Taractichthys longipinnis,Chordata,Actinopterygii,Perciformes,Bramidae,,126788,exact,urn:lsid:marinespecies.org:taxname:126788,Taractichthys longipinnis,126788,Taractichthys longipinnis
Tautoga onitis,Chordata,Actinopterygii,Perciformes,Labridae,,158830,exact,urn:lsid:marinespecies.org:taxname:158830,Tautoga onitis,158830,Tautoga onitis
Tautogolabrus adspersus,Chordata,Actinopterygii,Perciformes,Labridae,,159785,exact,urn:lsid:marinespecies.org:taxname:159785,Tautogolabrus adspersus,159785,Tautogolabrus adspersus
Tetragonurus atlanticus,Chordata,Actinopterygii,Perciformes,Tetragonuridae,,127079,exact,urn:lsid:marinespecies.org:taxname:127079,Tetragonurus atlanticus,127079,Tetragonurus atlanticus
Tetrapturus albidus,Chordata,Actinopterygii,Perciformes,Istiophoridae,,126951,exact,urn:lsid:marinespecies.org:taxname:126951,Tetrapturus albidus,712906,Kajikia albida
Thalassarche chlororhynchos,Chordata,Aves,Ciconiiformes,Procellariidae,,159069,exact,urn:lsid:marinespecies.org:taxname:159069,Thalassarche chlororhynchos,159069,Thalassarche chlororhynchos
Thalassoma bifasciatum,Chordata,Actinopterygii,Perciformes,Labridae,,159786,exact,urn:lsid:marinespecies.org:taxname:159786,Thalassoma bifasciatum,159786,Thalassoma bifasciatum
Thunnus alalunga,Chordata,Actinopterygii,Perciformes,Scombridae,,127026,exact,urn:lsid:marinespecies.org:taxname:127026,Thunnus alalunga,127026,Thunnus alalunga
Thunnus albacares,Chordata,Actinopterygii,Perciformes,Scombridae,,127027,exact,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Thunnus albacares
Thunnus obesus,Chordata,Actinopterygii,Perciformes,Scombridae,,127028,exact,urn:lsid:marinespecies.org:taxname:127028,Thunnus obesus,127028,Thunnus obesus
Thunnus thynnus,Chordata,Actinopterygii,Perciformes,Scombridae,,127029,exact,urn:lsid:marinespecies.org:taxname:127029,Thunnus thynnus,127029,Thunnus thynnus
Torpedo nobiliana,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,,157868,exact,urn:lsid:marinespecies.org:taxname:157868,Torpedo nobiliana,321911,Tetronarce nobiliana
Trachinocephalus myops,Chordata,Actinopterygii,Aulopiformes,Synodontidae,,158884,exact,urn:lsid:marinespecies.org:taxname:158884,Trachinocephalus myops,158884,Trachinocephalus myops
Trachinotus falcatus,Chordata,Actinopterygii,Perciformes,Carangidae,,367285,ambiguous,urn:lsid:marinespecies.org:taxname:367285,Trachinotus falcatus,367285,Trachinotus falcatus
Trachurus lathami,Chordata,Actinopterygii,Perciformes,Carangidae,,159655,exact,urn:lsid:marinespecies.org:taxname:159655,Trachurus lathami,159655,Trachurus lathami
Trichiurus lepturus,Chordata,Actinopterygii,Perciformes,Trichiuridae,,127089,exact,urn:lsid:marinespecies.org:taxname:127089,Trichiurus lepturus,127089,Trichiurus lepturus
Trichopsetta orbisulcus,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,159215,exact,urn:lsid:marinespecies.org:taxname:159215,Trichopsetta orbisulcus,159215,Trichopsetta orbisulcus
Trichopsetta ventralis,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,159217,exact,urn:lsid:marinespecies.org:taxname:159217,Trichopsetta ventralis,159217,Trichopsetta ventralis
Triglops murrayi,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,127205,exact,urn:lsid:marinespecies.org:taxname:127205,Triglops murrayi,127205,Triglops murrayi
Trigonolampa miriceps,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,127377,exact,urn:lsid:marinespecies.org:taxname:127377,Trigonolampa miriceps,127377,Trigonolampa miriceps
Trinectes maculatus,Chordata,Actinopterygii,Pleuronectiformes,Achiridae,,159271,exact,urn:lsid:marinespecies.org:taxname:159271,Trinectes maculatus,159271,Trinectes maculatus
Tringa flavipes,Chordata,Aves,Ciconiiformes,Scolopacidae,,159030,exact,urn:lsid:marinespecies.org:taxname:159030,Tringa flavipes,159030,Tringa flavipes
Tringa melanoleuca,Chordata,Aves,Ciconiiformes,Scolopacidae,,158967,exact,urn:lsid:marinespecies.org:taxname:158967,Tringa melanoleuca,158967,Tringa melanoleuca
Tringa solitaria,Chordata,Aves,Ciconiiformes,Scolopacidae,,158969,exact,urn:lsid:marinespecies.org:taxname:158969,Tringa solitaria,158969,Tringa solitaria
Tryngites subruficollis,Chordata,Aves,Ciconiiformes,Scolopacidae,,158972,exact,urn:lsid:marinespecies.org:taxname:158972,Tryngites subruficollis,158972,Tryngites subruficollis
Tursiops truncatus,Chordata,Mammalia,Cetacea,Delphinidae,,137111,exact,urn:lsid:marinespecies.org:taxname:137111,Tursiops truncatus,137111,Tursiops truncatus
Typhlonus nasus,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,158777,exact,urn:lsid:marinespecies.org:taxname:158777,Typhlonus nasus,158777,Typhlonus nasus
Ulcina olriki,Chordata,Actinopterygii,Scorpaeniformes,Agonidae,,127192,exact,urn:lsid:marinespecies.org:taxname:127192,Ulcina olriki,309268,Aspidophoroides olrikii
Ulvaria subbifurcata,Chordata,Actinopterygii,Perciformes,Stichaeidae,,159821,exact,urn:lsid:marinespecies.org:taxname:159821,Ulvaria subbifurcata,159821,Ulvaria subbifurcata
Uncisudis longirostris,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,158753,exact,urn:lsid:marinespecies.org:taxname:158753,Uncisudis longirostris,126363,Uncisudis longirostra
Uria aalge,Chordata,Aves,Ciconiiformes,Laridae,,137133,exact,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,137133,Uria aalge
Uria lomvia,Chordata,Aves,Ciconiiformes,Laridae,,137134,exact,urn:lsid:marinespecies.org:taxname:137134,Uria lomvia,137134,Uria lomvia
Uroconger syringinus,Chordata,Actinopterygii,Anguilliformes,Congridae,,158574,exact,urn:lsid:marinespecies.org:taxname:158574,Uroconger syringinus,158574,Uroconger syringinus
Urophycis chuss,Chordata,Actinopterygii,Gadiformes,Phycidae,,126503,exact,urn:lsid:marinespecies.org:taxname:126503,Urophycis chuss,126503,Urophycis chuss
Urophycis regia,Chordata,Actinopterygii,Gadiformes,Phycidae,,158991,exact,urn:lsid:marinespecies.org:taxname:158991,Urophycis regia,158991,Urophycis regia
Urophycis tenuis,Chordata,Actinopterygii,Gadiformes,Phycidae,,126504,exact,urn:lsid:marinespecies.org:taxname:126504,Urophycis tenuis,126504,Urophycis tenuis
Valenciennellus tripunctulatus,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,,127316,exact,urn:lsid:marinespecies.org:taxname:127316,Valenciennellus tripunctulatus,127316,Valenciennellus tripunctulatus
Vanellus vanellus,Chordata,Aves,Ciconiiformes,Charadriidae,,159142,exact,urn:lsid:marinespecies.org:taxname:159142,Vanellus vanellus,159142,Vanellus vanellus
Venefica procera,Chordata,Actinopterygii,Anguilliformes,Nettastomatidae,,158593,exact,urn:lsid:marinespecies.org:taxname:158593,Venefica procera,158593,Venefica procera
Ventrifossa occidentalis,Chordata,Actinopterygii,Gadiformes,Macrouridae,,308522,exact,urn:lsid:marinespecies.org:taxname:308522,Ventrifossa occidentalis,158741,Malacocephalus occidentalis
Vinciguerria attenuata,Chordata,Actinopterygii,Stomiiformes,Phosichthyidae,,127302,exact,urn:lsid:marinespecies.org:taxname:127302,Vinciguerria attenuata,127302,Vinciguerria attenuata
Vinciguerria nimbaria,Chordata,Actinopterygii,Stomiiformes,Phosichthyidae,,127303,exact,urn:lsid:marinespecies.org:taxname:127303,Vinciguerria nimbaria,127303,Vinciguerria nimbaria
Vinciguerria poweriae,Chordata,Actinopterygii,Stomiiformes,Phosichthyidae,,127304,exact,urn:lsid:marinespecies.org:taxname:127304,Vinciguerria poweriae,127304,Vinciguerria poweriae
Xema sabini,Chordata,Aves,Ciconiiformes,Laridae,,137167,exact,urn:lsid:marinespecies.org:taxname:137167,Xema sabini,137167,Xema sabini
Xenolepidichthys dalgleishi,Chordata,Actinopterygii,Zeiformes,Grammicolepididae,,159432,exact,urn:lsid:marinespecies.org:taxname:159432,Xenolepidichthys dalgleishi,159432,Xenolepidichthys dalgleishi
Xiphias gladius,Chordata,Actinopterygii,Perciformes,Xiphiidae,,127094,exact,urn:lsid:marinespecies.org:taxname:127094,Xiphias gladius,127094,Xiphias gladius
Zenion hololepis,Chordata,Actinopterygii,Zeiformes,Macrurocyttidae,,127421,exact,urn:lsid:marinespecies.org:taxname:127421,Zenion hololepis,127421,Zenion hololepis
Zenopsis conchifera,Chordata,Actinopterygii,Zeiformes,Zeidae,,159434,exact,urn:lsid:marinespecies.org:taxname:159434,Zenopsis conchifera,127426,Zenopsis conchifer
Ziphius cavirostris,Chordata,Mammalia,Cetacea,Ziphiidae,,137127,exact,urn:lsid:marinespecies.org:taxname:137127,Ziphius cavirostris,137127,Ziphius cavirostris
Zoarces americanus,Chordata,Actinopterygii,Perciformes,Zoarcidae,,159267,exact,urn:lsid:marinespecies.org:taxname:159267,Zoarces americanus,159267,Zoarces americanus
Zu cristatus,Chordata,Actinopterygii,Lampriformes,Trachipteridae,,126529,exact,urn:lsid:marinespecies.org:taxname:126529,Zu cristatus,126529,Zu cristatus
